Machine_ID,Temperature,Run_Time,Downtime_Flag
M_329,77.63,367.87,1
M_577,61.27,135.11,0
M_417,89.12,181.3,1
M_474,94.97,209.14,1
M_425,94.76,267.25,1
M_704,95.99,20.9,1
M_330,82.11,135.96,1
M_281,119.55,464.69,1
M_460,113.78,60.45,0
M_191,109.87,413.48,1
M_553,73.62,112.06,1
M_118,52.48,68.1,0
M_610,51.34,449.07,0
M_380,84.08,214.58,1
M_520,79.89,59.98,1
M_127,63.83,152.88,0
M_102,99.17,345.34,1
M_969,67.62,464.59,0
M_095,96.83,358.71,1
M_055,91.65,177.15,1
M_316,83.45,383.06,0
M_498,96.66,241.39,0
M_988,87.41,188.78,1
M_626,57.11,301.65,0
M_583,55.44,133.48,1
M_688,65.29,420.92,0
M_475,55.38,425.59,1
M_086,63.03,466.46,1
M_664,78.54,119.88,1
M_315,89.5,388.4,0
M_846,115.89,388.69,0
M_563,86.96,457.24,0
M_544,67.8,162.21,0
M_734,80.83,216.43,1
M_255,83.15,16.45,0
M_325,89.82,132.71,0
M_410,84.03,361.35,0
M_646,76.37,76.33,0
M_922,76.14,380.54,0
M_479,60.35,374.58,0
M_309,99.04,121.99,0
M_145,68.24,108.0,0
M_050,80.38,354.55,1
M_609,79.94,141.64,0
M_619,100.36,353.44,1
M_054,91.74,76.8,0
M_093,72.39,85.28,0
M_720,105.23,373.33,0
M_743,114.99,440.43,0
M_1000,100.87,231.18,1
M_105,83.48,461.6,0
M_034,75.91,391.12,1
M_120,106.92,496.99,1
M_980,112.77,230.61,1
M_171,115.52,283.29,1
M_692,71.39,218.03,1
M_636,112.9,445.83,0
M_092,60.1,435.75,1
M_493,61.7,8.89,0
M_495,111.0,141.5,1
M_902,55.53,167.21,0
M_149,118.94,171.93,1
M_161,89.62,287.75,1
M_426,106.25,404.87,1
M_764,72.31,469.61,0
M_737,81.25,146.16,0
M_527,57.99,341.52,1
M_214,67.19,35.81,0
M_369,64.97,217.06,0
M_392,73.05,474.67,1
M_032,101.19,456.42,1
M_187,64.35,247.31,1
M_435,68.31,428.84,0
M_745,67.43,453.68,1
M_575,103.49,54.25,1
M_227,59.75,490.17,0
M_664,80.8,431.19,0
M_319,119.72,323.64,0
M_660,97.35,178.13,0
M_281,114.77,359.21,0
M_961,72.67,286.52,0
M_670,87.14,211.8,1
M_316,76.18,366.45,1
M_846,112.81,1.69,1
M_230,70.03,275.88,0
M_550,85.44,101.19,0
M_111,104.96,138.13,0
M_959,97.11,94.78,1
M_095,76.46,359.85,1
M_044,86.02,285.26,1
M_781,89.75,269.05,1
M_030,81.72,390.46,0
M_563,52.79,292.71,0
M_323,93.8,152.07,0
M_473,55.74,138.91,0
M_442,50.22,323.28,0
M_672,71.49,171.93,0
M_366,51.8,308.24,1
M_279,60.5,453.15,0
M_523,94.34,231.77,0
M_154,89.77,320.66,1
M_798,73.3,351.36,0
M_410,57.31,454.02,1
M_601,71.82,254.54,1
M_861,89.47,67.83,0
M_736,80.27,266.78,0
M_360,111.27,102.29,1
M_290,114.42,360.59,0
M_425,53.74,225.93,1
M_888,100.84,373.17,0
M_306,94.95,254.68,0
M_642,52.55,494.63,1
M_367,104.63,358.67,0
M_510,51.05,223.6,0
M_310,61.49,205.95,0
M_478,106.24,131.17,0
M_874,111.69,209.63,0
M_708,58.3,108.53,1
M_121,97.9,36.32,0
M_208,62.38,284.55,0
M_886,61.67,253.78,1
M_735,89.71,364.22,0
M_837,106.06,120.81,1
M_806,98.32,389.59,1
M_623,85.93,21.99,0
M_829,104.09,224.51,1
M_841,59.08,283.9,0
M_796,65.94,67.94,0
M_908,76.86,9.4,1
M_506,104.67,287.98,1
M_604,99.29,273.55,1
M_922,89.82,91.12,0
M_311,78.55,352.77,0
M_755,96.57,311.37,0
M_185,53.8,337.52,1
M_106,110.75,462.05,0
M_416,104.01,155.44,1
M_663,66.2,273.43,1
M_209,57.59,147.61,0
M_513,110.01,487.42,0
M_425,53.56,50.43,0
M_928,119.74,421.0,1
M_755,80.9,335.27,1
M_401,86.55,207.34,1
M_235,115.35,490.93,1
M_106,92.85,305.83,1
M_587,107.64,212.13,0
M_853,110.86,332.4,0
M_283,102.75,482.61,1
M_464,70.58,344.79,0
M_961,111.41,316.52,1
M_175,56.07,345.81,0
M_330,85.54,417.16,1
M_413,117.6,185.89,1
M_552,90.85,47.44,0
M_851,98.54,311.53,0
M_808,98.49,401.9,1
M_629,84.78,414.77,0
M_239,68.04,20.05,1
M_667,99.74,352.02,0
M_343,90.15,493.43,0
M_974,72.17,252.8,0
M_993,63.59,488.76,0
M_069,55.2,354.4,0
M_005,67.5,86.47,0
M_331,78.86,173.93,0
M_684,53.71,314.62,1
M_146,101.06,136.12,0
M_089,86.9,168.22,1
M_556,90.39,128.69,0
M_772,85.51,57.86,0
M_911,71.07,322.8,0
M_870,60.7,40.21,0
M_107,62.46,105.85,0
M_030,86.99,488.22,0
M_331,53.62,358.29,0
M_797,90.92,181.64,1
M_204,83.1,447.8,1
M_553,90.13,499.22,1
M_442,99.68,444.33,1
M_014,52.82,325.1,0
M_367,92.81,171.75,0
M_745,60.6,401.76,0
M_614,85.81,315.2,0
M_079,71.01,70.6,0
M_902,60.5,155.68,0
M_014,97.78,137.7,1
M_052,75.41,55.27,0
M_653,78.09,156.0,1
M_071,86.07,387.59,0
M_711,104.73,226.88,0
M_371,57.03,445.83,0
M_834,110.48,31.48,1
M_493,66.87,307.29,1
M_305,83.51,356.91,0
M_843,87.33,459.96,0
M_299,54.14,434.59,1
M_598,75.38,16.0,1
M_851,102.58,11.55,0
M_928,98.06,360.67,1
M_740,78.7,65.7,1
M_358,59.3,144.45,0
M_655,53.53,2.75,0
M_496,114.01,273.65,0
M_473,56.22,18.38,1
M_774,89.22,445.36,1
M_980,60.76,393.82,0
M_672,116.25,405.38,1
M_619,99.26,186.75,1
M_822,114.19,301.89,1
M_632,63.95,286.61,1
M_628,70.42,244.84,1
M_217,107.65,44.3,1
M_203,96.3,21.44,1
M_196,71.33,21.61,1
M_895,105.06,472.48,1
M_301,80.59,400.49,0
M_399,87.17,453.27,0
M_346,55.71,65.63,1
M_820,66.52,156.23,1
M_219,112.9,446.4,0
M_371,82.75,349.17,1
M_937,57.39,198.58,0
M_692,66.98,381.45,0
M_682,115.42,173.14,1
M_414,106.17,393.56,1
M_865,99.89,468.42,0
M_604,58.45,311.6,1
M_839,60.85,40.26,0
M_695,101.8,368.51,0
M_087,51.9,108.15,0
M_685,67.0,81.54,0
M_559,61.14,197.19,0
M_184,56.09,385.36,0
M_939,115.16,242.73,0
M_663,52.71,76.08,0
M_997,104.38,16.26,1
M_764,56.34,122.37,1
M_542,66.29,183.54,0
M_489,92.17,429.76,1
M_610,52.94,448.31,1
M_889,71.31,332.8,1
M_519,87.91,313.86,0
M_752,53.35,182.41,0
M_032,72.34,436.13,1
M_691,57.56,192.54,1
M_604,85.49,261.08,0
M_441,75.02,351.11,1
M_472,99.83,428.41,1
M_930,77.28,297.19,1
M_378,55.87,267.3,0
M_616,67.64,481.44,0
M_927,88.93,88.75,0
M_647,53.01,467.45,1
M_604,80.44,420.91,0
M_363,103.63,111.04,0
M_743,62.9,146.94,1
M_080,95.9,323.86,0
M_358,61.65,344.3,1
M_149,66.97,57.53,1
M_191,59.04,353.01,0
M_527,93.28,266.32,1
M_104,88.33,466.21,1
M_529,71.66,91.74,0
M_250,106.62,374.18,0
M_568,62.2,278.63,0
M_239,58.06,317.34,1
M_754,105.4,491.06,1
M_926,91.58,83.39,1
M_508,111.96,385.93,0
M_666,99.23,365.18,0
M_880,89.39,278.14,1
M_971,93.53,377.47,1
M_012,106.69,92.52,1
M_498,84.51,45.96,0
M_380,96.28,15.61,1
M_806,51.02,37.65,0
M_959,113.76,199.71,0
M_229,109.09,66.29,0
M_001,58.44,426.64,1
M_043,117.22,99.91,0
M_701,50.03,120.96,0
M_033,63.66,450.06,0
M_1000,113.83,358.41,1
M_760,93.17,487.5,0
M_607,119.39,192.77,1
M_809,96.0,362.08,0
M_622,107.07,242.43,0
M_887,91.9,294.89,0
M_715,83.63,289.09,1
M_116,91.11,155.54,1
M_387,117.31,23.71,1
M_031,111.18,169.82,1
M_362,84.98,384.11,1
M_719,90.92,33.57,1
M_029,107.65,98.9,0
M_179,103.87,288.61,0
M_923,91.14,33.24,0
M_003,50.38,40.0,1
M_216,116.18,198.83,1
M_769,53.6,52.13,1
M_998,104.3,163.21,0
M_266,52.58,206.77,1
M_183,61.49,143.6,1
M_326,74.76,316.94,0
M_478,107.58,310.85,0
M_618,98.04,289.04,0
M_922,116.27,403.22,0
M_360,50.31,289.92,0
M_117,77.7,437.25,0
M_213,91.77,323.44,0
M_621,106.78,24.47,0
M_146,56.01,392.19,0
M_853,65.12,51.64,1
M_941,71.77,175.07,0
M_716,96.83,134.86,0
M_122,99.13,472.62,0
M_308,78.71,376.35,0
M_511,85.77,206.4,1
M_429,84.23,266.76,1
M_351,76.57,177.11,1
M_776,89.49,202.25,0
M_801,118.67,146.4,0
M_932,93.99,440.24,1
M_116,56.17,68.55,1
M_488,91.47,4.18,0
M_075,103.56,350.37,1
M_614,111.35,354.33,1
M_730,67.08,176.14,1
M_052,81.37,68.93,0
M_262,114.41,221.25,0
M_086,71.96,271.0,0
M_149,84.6,271.83,1
M_692,72.59,130.87,1
M_239,88.52,233.52,1
M_196,51.38,223.34,1
M_827,75.99,438.71,0
M_991,92.88,79.17,1
M_980,113.78,118.42,0
M_981,95.94,141.83,0
M_194,108.9,177.2,1
M_515,81.74,127.59,1
M_892,86.41,151.74,0
M_712,92.67,280.26,1
M_412,119.54,161.13,1
M_711,100.59,254.59,0
M_353,109.31,219.26,1
M_598,69.17,153.12,1
M_817,61.16,134.76,1
M_731,93.02,270.36,0
M_867,113.23,51.77,1
M_685,102.08,494.92,1
M_152,107.57,492.68,0
M_188,83.13,36.48,0
M_185,74.0,278.79,0
M_812,81.51,301.12,1
M_859,59.57,467.58,1
M_705,117.61,7.11,1
M_485,118.02,21.88,0
M_072,81.17,183.38,0
M_948,102.47,279.34,0
M_181,114.26,410.19,1
M_247,70.48,456.19,0
M_611,102.48,280.85,1
M_544,116.55,85.12,0
M_936,80.66,424.67,0
M_750,111.03,145.89,1
M_401,87.66,292.15,1
M_353,54.17,422.78,0
M_846,107.8,265.89,0
M_914,88.12,80.2,0
M_775,85.91,490.18,1
M_702,58.52,377.74,0
M_307,61.22,343.47,1
M_521,115.77,368.05,0
M_934,112.03,394.59,0
M_513,74.82,80.12,0
M_117,79.91,204.34,0
M_876,103.8,470.88,1
M_803,103.55,86.88,1
M_604,100.67,338.73,0
M_598,61.7,237.6,0
M_887,106.67,264.31,0
M_118,98.35,394.07,0
M_708,93.21,183.14,0
M_557,103.17,190.55,1
M_433,111.54,26.3,1
M_845,106.4,85.06,0
M_252,79.09,152.02,0
M_702,104.01,326.29,0
M_200,100.26,316.99,0
M_623,84.24,309.0,1
M_824,64.56,323.77,1
M_813,68.47,159.81,1
M_654,72.13,56.91,0
M_090,100.09,103.21,1
M_518,67.32,298.67,1
M_430,87.47,358.41,0
M_450,90.2,330.97,0
M_665,105.85,21.01,0
M_236,65.2,161.62,0
M_157,66.64,423.53,0
M_520,62.47,451.52,0
M_163,65.56,216.5,1
M_875,60.48,73.71,1
M_058,102.08,160.79,0
M_710,89.57,10.09,1
M_660,86.15,242.22,0
M_520,91.32,103.24,1
M_787,65.32,130.73,0
M_841,72.33,87.26,0
M_966,60.1,104.77,0
M_957,97.23,290.04,0
M_496,70.28,363.05,1
M_323,77.89,265.19,1
M_420,82.78,290.1,0
M_712,54.33,177.5,1
M_641,99.31,169.08,0
M_986,101.95,469.65,1
M_478,72.83,383.34,0
M_531,112.64,148.3,0
M_741,109.86,59.34,0
M_006,87.08,276.03,0
M_106,76.72,64.44,0
M_733,71.72,6.61,1
M_298,60.04,426.13,1
M_716,53.72,441.07,0
M_019,99.73,428.57,0
M_023,81.83,386.2,1
M_185,53.03,137.41,1
M_298,101.64,328.68,1
M_508,72.55,44.26,1
M_033,86.98,224.24,0
M_340,75.92,154.16,0
M_850,85.75,494.46,0
M_697,114.92,119.07,1
M_668,77.05,62.6,1
M_434,76.55,439.16,0
M_806,98.11,484.43,1
M_413,98.01,55.32,1
M_585,89.76,346.58,1
M_867,84.78,16.08,1
M_379,119.01,18.96,0
M_733,52.82,289.36,1
M_234,106.79,375.2,0
M_438,64.71,125.66,1
M_657,52.01,266.27,1
M_920,99.49,343.09,1
M_709,80.22,291.26,0
M_539,59.85,425.01,0
M_555,79.45,139.78,1
M_368,90.71,398.57,1
M_511,93.71,20.43,1
M_703,65.5,276.2,1
M_892,71.8,460.16,0
M_613,77.36,393.76,1
M_228,82.36,435.72,1
M_735,87.9,342.7,1
M_401,85.68,446.05,1
M_034,99.62,310.07,0
M_583,94.75,196.29,1
M_987,113.27,167.52,0
M_010,60.29,159.51,0
M_447,119.69,196.69,1
M_280,71.36,183.89,1
M_013,88.16,209.88,0
M_665,102.13,388.13,1
M_997,116.0,461.51,0
M_531,116.51,149.7,1
M_605,51.76,429.6,0
M_192,75.11,242.11,1
M_169,95.23,484.34,0
M_260,64.84,330.06,1
M_112,97.49,332.7,1
M_365,73.73,215.01,0
M_837,59.63,248.34,1
M_212,81.86,371.78,0
M_639,65.6,340.0,0
M_221,107.95,452.4,0
M_082,113.61,150.2,0
M_957,82.39,45.32,0
M_799,75.38,110.87,0
M_411,63.11,196.58,0
M_405,94.65,85.85,0
M_348,108.93,63.74,0
M_522,89.81,424.05,0
M_899,101.16,175.78,0
M_415,74.53,83.1,1
M_615,114.08,486.37,0
M_734,109.87,256.67,0
M_863,80.73,14.31,1
M_504,69.08,92.43,1
M_943,85.84,294.53,1
M_235,74.38,278.11,1
M_220,100.26,400.01,0
M_257,94.88,283.26,0
M_011,111.53,95.86,0
M_077,56.56,57.92,1
M_036,57.31,148.75,0
M_278,51.32,142.07,1
M_264,79.33,173.64,0
M_115,94.53,224.89,1
M_951,71.38,311.63,0
M_535,66.61,402.83,1
M_210,59.94,122.18,1
M_983,76.19,102.15,0
M_233,98.12,7.14,0
M_109,88.34,181.36,0
M_366,110.43,495.37,1
M_766,69.06,336.56,1
M_371,85.19,309.7,1
M_318,64.08,309.67,0
M_364,95.02,96.35,1
M_184,86.77,201.21,1
M_672,53.95,388.43,0
M_728,87.38,48.83,0
M_778,58.97,186.2,1
M_453,55.93,420.6,0
M_349,58.68,46.02,0
M_190,114.39,154.3,0
M_338,63.24,419.69,1
M_470,81.68,315.3,0
M_967,117.2,260.58,1
M_155,100.36,160.47,0
M_469,87.87,484.29,1
M_446,111.83,499.37,0
M_066,64.38,95.31,1
M_589,69.31,444.67,1
M_278,111.2,247.47,1
M_326,105.73,78.35,0
M_380,113.83,289.11,1
M_616,118.3,105.73,1
M_728,60.0,69.81,0
M_871,98.65,382.42,0
M_688,98.26,315.33,0
M_396,65.51,329.14,0
M_344,62.93,185.59,0
M_831,58.03,258.19,0
M_082,54.41,38.71,0
M_067,61.09,265.89,0
M_638,71.51,325.57,0
M_592,59.13,468.93,0
M_915,107.78,42.84,1
M_622,89.74,268.91,0
M_521,103.11,100.58,1
M_041,80.65,153.42,0
M_832,71.54,194.12,0
M_844,101.51,117.85,0
M_555,92.71,97.36,1
M_656,107.64,48.91,1
M_075,106.86,4.9,0
M_110,75.35,371.35,1
M_421,57.65,113.07,1
M_259,109.66,479.34,1
M_216,112.98,91.93,0
M_252,114.65,182.42,0
M_747,60.06,247.29,1
M_875,63.31,111.9,0
M_861,66.78,51.61,1
M_148,61.62,115.5,1
M_507,53.79,344.12,0
M_986,90.95,370.26,0
M_714,79.11,208.69,1
M_479,100.78,311.15,1
M_720,83.0,38.57,1
M_899,96.35,214.46,0
M_279,56.45,394.04,1
M_905,112.22,414.47,1
M_412,90.86,145.36,0
M_103,50.02,430.61,0
M_830,51.37,342.74,1
M_397,77.74,378.22,1
M_165,97.8,71.76,1
M_842,93.25,131.53,0
M_710,107.52,484.66,0
M_995,82.27,297.68,0
M_530,89.87,6.65,1
M_069,58.34,9.88,1
M_938,77.09,407.2,0
M_979,90.87,309.9,1
M_434,63.37,316.17,1
M_170,111.43,70.59,1
M_319,111.15,176.35,0
M_934,63.46,160.49,1
M_060,63.67,385.46,1
M_508,80.8,298.09,1
M_854,86.83,14.66,1
M_105,78.71,150.58,1
M_287,57.11,444.75,0
M_709,74.55,464.29,0
M_213,114.21,393.72,0
M_664,116.73,339.86,1
M_400,93.62,464.87,1
M_809,60.37,307.77,0
M_582,111.26,12.49,1
M_018,100.3,261.15,0
M_946,88.25,87.67,0
M_656,97.76,426.4,0
M_613,118.41,184.19,0
M_870,65.4,48.98,0
M_515,62.37,348.77,1
M_896,57.67,202.55,1
M_147,91.82,484.02,0
M_527,73.09,70.91,1
M_709,61.85,20.51,1
M_772,74.4,215.86,1
M_922,52.67,100.17,0
M_569,106.52,405.55,0
M_022,105.55,187.12,0
M_590,57.3,320.16,0
M_024,52.24,395.12,1
M_660,66.35,242.45,1
M_542,90.02,163.33,0
M_138,118.87,485.81,0
M_723,103.31,206.82,1
M_501,69.64,128.66,0
M_196,93.7,145.45,1
M_516,88.24,187.08,1
M_956,100.16,39.37,1
M_317,110.78,400.18,0
M_505,60.67,392.98,0
M_106,64.32,32.67,1
M_191,108.68,115.12,0
M_099,84.46,85.61,0
M_935,117.65,111.88,0
M_955,108.77,366.26,0
M_692,82.48,161.17,0
M_395,52.06,113.32,0
M_576,53.56,59.53,1
M_346,73.96,327.79,0
M_910,67.65,49.14,1
M_388,87.9,193.35,1
M_336,54.24,74.32,0
M_042,70.79,425.3,0
M_329,107.41,468.88,1
M_824,60.45,149.87,0
M_204,96.2,256.8,0
M_644,88.84,318.96,1
M_858,70.98,182.09,0
M_832,50.85,322.27,0
M_701,92.87,32.57,1
M_734,94.39,292.6,1
M_165,84.0,300.69,1
M_286,75.67,391.82,0
M_190,77.52,471.54,0
M_484,68.29,312.42,1
M_048,88.4,143.53,0
M_165,102.55,357.34,0
M_389,105.09,369.41,1
M_707,89.95,10.79,1
M_860,112.43,380.3,0
M_854,69.49,71.84,0
M_672,118.29,43.64,1
M_928,96.26,244.63,0
M_516,97.95,481.18,0
M_022,64.36,207.15,0
M_782,118.07,168.01,0
M_071,88.84,133.58,0
M_290,71.64,369.71,0
M_550,63.11,384.64,0
M_952,86.44,118.31,0
M_347,72.93,401.35,0
M_377,62.09,212.07,1
M_471,86.89,67.49,0
M_488,110.95,442.64,1
M_720,54.77,365.49,0
M_563,79.71,86.96,1
M_943,105.66,104.27,0
M_655,72.98,175.16,1
M_940,95.78,106.92,1
M_301,86.69,465.28,1
M_682,76.44,359.94,0
M_510,105.96,192.02,0
M_866,70.67,289.46,1
M_066,117.66,192.9,1
M_663,100.23,193.87,1
M_893,104.51,395.44,1
M_376,89.24,86.08,0
M_403,64.14,126.66,0
M_661,119.74,267.59,1
M_709,90.88,387.6,0
M_783,82.32,373.15,1
M_945,83.95,342.84,1
M_288,116.09,143.88,0
M_675,117.73,41.63,1
M_154,104.27,364.06,0
M_171,93.48,129.74,0
M_612,84.1,465.32,0
M_916,74.54,244.14,0
M_383,103.16,249.01,1
M_467,67.76,14.02,1
M_132,66.83,218.39,0
M_502,57.49,290.08,0
M_641,80.55,120.03,0
M_203,71.45,186.89,0
M_623,79.98,381.58,1
M_259,55.44,193.56,0
M_672,68.47,438.65,1
M_121,93.65,388.75,1
M_228,73.89,455.38,0
M_146,73.42,403.98,0
M_252,74.05,488.16,0
M_977,76.18,266.26,0
M_561,85.91,271.34,0
M_047,92.76,121.57,0
M_384,100.56,139.95,1
M_658,113.78,466.23,0
M_298,110.99,389.87,1
M_936,69.83,485.87,0
M_385,80.04,49.83,0
M_157,100.45,346.09,0
M_587,108.67,31.87,1
M_590,111.76,375.45,1
M_207,60.16,28.82,1
M_301,66.11,252.0,1
M_477,98.44,143.14,0
M_178,115.95,248.95,1
M_608,112.97,22.98,0
M_454,52.93,459.44,1
M_135,73.44,112.71,0
M_202,71.71,28.32,1
M_525,118.98,243.04,0
M_343,103.01,404.03,0
M_011,77.25,498.09,0
M_949,86.08,292.85,1
M_465,98.28,199.37,0
M_042,114.5,148.88,0
M_125,105.11,9.02,0
M_947,107.4,257.55,0
M_855,78.56,313.59,0
M_592,100.69,486.08,0
M_526,75.61,432.42,1
M_788,98.57,258.68,1
M_278,84.05,359.22,1
M_193,99.41,17.07,0
M_060,108.06,209.97,1
M_683,67.03,430.28,1
M_955,62.37,72.85,0
M_815,62.48,460.25,0
M_830,66.59,230.67,1
M_448,96.42,164.03,1
M_028,79.23,428.25,1
M_033,73.86,36.06,0
M_057,79.66,366.55,0
M_630,76.58,482.1,1
M_417,54.01,53.11,1
M_847,70.35,478.02,1
M_320,93.6,403.43,0
M_542,76.69,254.9,1
M_163,108.95,424.94,1
M_755,103.44,305.14,0
M_735,60.03,466.42,0
M_264,71.86,95.28,0
M_807,76.4,277.98,0
M_965,96.46,289.25,1
M_067,66.14,278.62,0
M_552,67.32,105.34,1
M_255,109.69,316.92,1
M_182,62.53,390.17,0
M_197,57.53,292.74,0
M_100,66.78,20.89,0
M_847,75.27,309.94,0
M_143,51.65,48.63,0
M_190,50.81,492.09,0
M_252,107.27,350.32,0
M_112,61.73,358.53,0
M_022,72.86,357.66,1
M_441,111.35,200.22,1
M_959,109.15,405.89,1
M_543,84.88,219.35,0
M_773,65.2,465.16,1
M_409,82.42,415.27,1
M_692,50.19,71.38,1
M_074,76.53,14.03,0
M_220,90.02,474.15,1
M_050,119.68,131.12,0
M_054,107.16,178.51,0
M_884,88.59,152.21,1
M_972,114.96,448.31,0
M_631,51.42,116.43,1
M_965,95.78,366.95,0
M_256,112.71,478.72,1
M_075,56.46,332.71,0
M_640,78.5,258.67,0
M_066,93.96,79.5,1
M_917,82.62,61.74,1
M_447,65.62,362.34,1
M_601,61.92,389.53,1
M_734,92.32,479.35,0
M_635,74.91,422.68,0
M_970,64.78,66.87,1
M_520,119.89,87.62,0
M_841,56.0,465.52,1
M_015,112.78,160.98,1
M_301,86.65,1.8,1
M_080,108.59,75.51,0
M_869,78.83,298.69,1
M_069,99.68,412.47,1
M_464,71.15,4.84,0
M_901,106.25,292.98,0
M_572,72.19,231.57,0
M_961,94.52,78.53,0
M_662,117.43,322.56,1
M_686,81.11,26.61,1
M_925,62.72,444.76,1
M_854,82.85,26.99,1
M_815,81.88,31.31,1
M_066,112.62,393.72,0
M_428,103.21,229.53,1
M_232,63.7,241.66,0
M_838,77.78,63.61,1
M_498,60.63,14.34,0
M_979,104.16,34.75,1
M_979,67.42,486.2,1
M_330,96.09,332.48,1
M_236,75.2,120.76,0
M_327,59.45,445.34,0
M_710,82.17,320.61,0
M_649,108.08,433.07,0
M_580,92.74,260.12,0
M_390,117.7,168.28,1
M_945,101.12,43.4,1
M_840,97.8,289.05,1
M_075,66.82,8.29,0
M_146,83.77,463.41,0
M_994,79.71,21.9,1
M_408,99.9,418.18,1
M_076,115.88,464.88,1
M_507,64.43,360.23,1
M_848,93.64,164.02,0
M_895,50.6,385.7,1
M_049,94.66,127.09,1
M_666,65.67,345.56,0
M_349,79.62,58.05,0
M_754,92.25,151.28,1
M_324,100.9,332.81,0
M_375,116.64,46.95,1
M_193,87.6,216.12,0
M_921,51.87,127.63,1
M_929,105.53,277.52,1
M_034,112.05,168.02,1
M_984,89.89,238.43,0
M_760,97.23,351.55,1
M_811,93.41,89.76,0
M_396,65.96,400.69,0
M_195,70.71,130.04,0
M_778,97.44,131.11,0
M_388,118.55,6.15,0
M_596,61.15,343.42,1
M_261,108.01,105.34,1
M_468,107.44,146.8,0
M_531,89.41,90.77,1
M_851,108.3,213.84,1
M_349,91.99,447.36,1
M_297,87.43,81.18,0
M_880,68.44,360.61,1
M_366,99.72,135.27,1
M_874,57.25,75.99,1
M_620,87.97,222.65,1
M_136,114.56,486.39,1
M_928,87.37,345.35,0
M_513,63.51,59.37,0
M_743,51.63,148.36,1
M_655,62.46,398.11,0
M_260,78.72,296.36,0
M_547,57.33,38.77,0
M_765,91.94,32.58,1
M_848,117.46,343.21,0
M_556,103.35,76.09,1
M_476,68.97,175.05,0
M_226,70.17,498.24,1
M_740,107.14,422.47,0
M_444,55.28,343.34,0
M_275,94.06,343.54,1
M_501,101.75,489.07,1
M_529,113.27,120.6,1
M_107,52.08,151.58,1
M_297,81.03,466.89,1
M_522,117.24,270.44,1
M_531,71.59,467.31,1
M_592,73.72,300.31,0
M_274,103.38,215.55,0
M_562,66.28,487.84,1
M_567,96.64,244.95,1
M_730,70.07,21.45,1
M_478,115.12,190.12,1
M_075,86.45,94.54,1
M_503,100.93,492.36,0
M_239,99.08,317.64,0
M_660,115.84,26.98,0
M_626,107.23,215.84,0
M_080,105.86,395.19,1
M_316,91.72,82.82,1
M_772,87.09,182.54,0
M_545,60.15,227.05,1
M_725,107.06,66.65,1
M_354,110.94,261.56,1
M_855,97.55,233.17,0
M_988,54.3,254.05,1
M_276,52.6,4.83,0
M_616,118.33,197.23,1
M_225,96.6,363.3,0
M_020,82.04,490.37,1
M_025,112.39,388.29,0
M_463,99.68,378.02,1
M_540,111.63,435.19,0
M_417,100.16,61.41,0
M_037,79.67,199.37,1
M_702,100.12,377.94,1
M_509,56.63,236.89,0
M_261,65.55,244.58,0
M_127,90.12,477.26,1
M_521,63.28,387.6,1
M_707,59.02,422.44,1
M_904,66.28,191.1,1
M_729,62.36,204.67,0
M_314,52.43,376.06,0
M_144,107.07,12.78,1
M_228,61.43,457.83,1
M_486,85.8,123.79,1
M_870,61.75,393.27,1
M_989,77.35,340.12,1
M_173,58.99,395.66,0
M_986,80.25,36.88,0
M_978,115.84,395.87,0
M_628,86.46,437.43,0
M_155,67.89,399.06,0
M_599,100.92,2.91,1
M_246,111.38,408.84,0
M_687,79.8,278.71,0
M_693,83.76,465.1,1
M_993,103.73,282.95,1
M_727,70.77,98.56,1
M_863,90.85,210.73,1
M_494,54.17,301.78,0
M_463,79.29,458.2,1
M_870,98.04,27.08,1
M_110,76.76,189.91,0
M_463,87.77,214.18,1
M_219,108.63,344.03,0
M_581,70.75,182.87,1
M_118,54.99,8.71,0
M_697,89.29,347.61,1
M_766,118.96,412.3,1
M_729,54.59,462.11,0
M_810,81.43,337.4,1
M_794,54.94,113.21,0
M_434,90.35,195.55,1
M_860,55.19,462.34,1
M_869,91.52,416.54,0
M_914,68.35,345.37,1
M_919,106.83,144.6,0
M_489,70.82,121.37,1
M_428,106.86,124.13,0
M_969,50.03,384.88,1
M_487,98.5,424.8,0
M_134,104.24,60.06,1
M_012,54.33,231.95,1
M_970,118.23,404.27,1
M_275,117.35,356.8,0
M_020,88.91,51.51,1
M_953,104.06,463.03,1
M_013,104.66,212.65,1
M_511,66.69,237.31,1
M_623,80.99,349.83,1
M_359,113.59,143.92,1
M_982,64.89,355.73,1
M_472,93.73,387.02,0
M_721,101.88,427.55,0
M_118,68.19,106.76,0
M_804,65.25,251.16,0
M_040,97.33,472.17,1
M_717,108.58,488.93,0
M_225,92.96,186.94,1
M_082,108.48,216.23,0
M_278,90.49,175.04,0
M_619,95.77,65.84,0
M_575,64.88,187.93,0
M_347,53.19,441.72,0
M_262,85.68,376.06,0
M_815,97.86,113.5,1
M_916,102.49,285.84,0
M_711,79.01,342.87,1
M_246,84.25,64.7,1
M_251,100.05,233.18,1
M_480,80.39,490.8,1
M_770,73.39,330.4,1
M_616,102.46,83.62,0
M_392,55.41,280.35,1
M_440,55.88,99.08,1
M_208,105.86,75.64,0
M_069,70.17,67.45,0
M_468,95.95,169.17,1
M_883,63.09,437.53,0
M_984,63.69,206.62,1
M_800,72.01,150.81,1
M_345,89.96,485.23,0
